CMDLINE python -m exporters.coreml -m=meta-llama/Llama-2-7b-chat-hf \ --feature=text-generation --quantize=float16 --use_past --preprocessor=tokenizer --framework=pt
MEM 1.601562 1692991661.7392
MEM 18.734375 1692991661.8478
MEM 29.386719 1692991661.9564
MEM 35.585938 1692991662.0651
MEM 40.332031 1692991662.1736
MEM 44.257812 1692991662.2817
MEM 48.179688 1692991662.3893
MEM 51.632812 1692991662.4982
MEM 53.683594 1692991662.6075
MEM 56.175781 1692991662.7167
MEM 57.828125 1692991662.8257
MEM 61.246094 1692991662.9355
MEM 185.656250 1692991663.0451
MEM 207.343750 1692991663.1548
MEM 224.484375 1692991663.2630
MEM 234.683594 1692991663.3707
MEM 264.992188 1692991663.4789
MEM 272.199219 1692991663.5869
MEM 275.375000 1692991663.6951
MEM 276.339844 1692991663.8033
MEM 277.242188 1692991663.9124
MEM 279.660156 1692991664.0200
MEM 282.289062 1692991664.1276
MEM 284.691406 1692991664.2362
MEM 288.011719 1692991664.3444
MEM 290.476562 1692991664.4519
MEM 292.457031 1692991664.5596
MEM 294.652344 1692991664.6676
MEM 295.183594 1692991664.7768
MEM 295.753906 1692991664.8850
MEM 297.082031 1692991664.9932
MEM 298.800781 1692991665.1014
MEM 299.160156 1692991665.2091
MEM 303.152344 1692991665.3186
MEM 305.296875 1692991665.4267
MEM 307.976562 1692991665.5348
MEM 309.554688 1692991665.6424
MEM 312.734375 1692991665.7501
MEM 315.308594 1692991665.8587
MEM 319.585938 1692991665.9672
MEM 326.667969 1692991666.0758
MEM 330.605469 1692991666.1839
MEM 334.238281 1692991666.2916
MEM 337.332031 1692991666.4008
MEM 340.972656 1692991666.5085
MEM 345.878906 1692991666.6183
MEM 347.765625 1692991666.7261
MEM 349.429688 1692991666.8368
MEM 353.093750 1692991666.9454
MEM 354.753906 1692991667.0536
MEM 357.855469 1692991667.1611
MEM 361.371094 1692991667.2690
MEM 363.601562 1692991667.3774
MEM 366.589844 1692991667.4858
MEM 369.851562 1692991667.5961
MEM 370.500000 1692991667.7045
MEM 372.710938 1692991667.8131
MEM 375.734375 1692991667.9216
MEM 378.695312 1692991668.0303
MEM 379.210938 1692991668.1380
MEM 382.511719 1692991668.2462
MEM 383.445312 1692991668.3544
MEM 384.257812 1692991668.4620
MEM 386.832031 1692991668.5698
MEM 388.273438 1692991668.6782
MEM 390.187500 1692991668.7866
MEM 393.078125 1692991668.8950
MEM 412.199219 1692991669.0028
MEM 406.382812 1692991669.1106
MEM 407.839844 1692991669.2188
MEM 409.519531 1692991669.3268
MEM 411.355469 1692991669.4357
MEM 414.031250 1692991669.5440
MEM 417.144531 1692991669.6517
MEM 420.949219 1692991669.7593
MEM 421.089844 1692991669.8669
MEM 421.167969 1692991669.9756
MEM 421.230469 1692991670.0837
MEM 421.343750 1692991670.1913
MEM 421.464844 1692991670.2994
MEM 421.578125 1692991670.4075
MEM 421.742188 1692991670.5157
MEM 423.707031 1692991670.6243
MEM 426.304688 1692991670.7322
MEM 428.019531 1692991670.8395
MEM 430.070312 1692991670.9475
MEM 440.390625 1692991671.0563
MEM 490.464844 1692991671.1651
MEM 510.402344 1692991671.2728
MEM 541.882812 1692991671.3807
MEM 543.093750 1692991671.4903
MEM 498.480469 1692991671.5992
MEM 498.511719 1692991671.7075
MEM 498.863281 1692991671.8162
MEM 499.296875 1692991671.9238
MEM 499.519531 1692991672.0322
MEM 500.488281 1692991672.1396
MEM 500.750000 1692991672.2500
MEM 501.105469 1692991672.3582
MEM 501.746094 1692991672.4665
MEM 503.441406 1692991672.5748
MEM 503.777344 1692991672.6834
MEM 504.207031 1692991672.7908
MEM 504.472656 1692991672.8992
MEM 504.773438 1692991673.0077
MEM 505.121094 1692991673.1164
MEM 505.457031 1692991673.2236
MEM 505.988281 1692991673.3312
MEM 508.972656 1692991673.4400
MEM 509.277344 1692991673.5477
MEM 509.476562 1692991673.6553
MEM 509.828125 1692991673.7632
MEM 510.304688 1692991673.8714
MEM 510.671875 1692991673.9789
MEM 511.246094 1692991674.0870
MEM 511.746094 1692991674.1958
MEM 512.121094 1692991674.3050
MEM 512.664062 1692991674.4130
MEM 512.769531 1692991674.5204
MEM 513.214844 1692991674.6290
MEM 513.738281 1692991674.7371
MEM 514.328125 1692991674.8451
MEM 514.949219 1692991674.9531
MEM 515.597656 1692991675.0611
MEM 516.144531 1692991675.1695
MEM 519.195312 1692991675.2795
MEM 519.542969 1692991675.3886
MEM 520.312500 1692991675.4968
MEM 520.738281 1692991675.6051
MEM 521.066406 1692991675.7130
MEM 525.953125 1692991675.8228
MEM 524.046875 1692991675.9315
MEM 524.058594 1692991676.0392
MEM 524.105469 1692991676.1474
MEM 524.109375 1692991676.2556
MEM 524.136719 1692991676.3631
MEM 524.273438 1692991676.4709
MEM 524.277344 1692991676.5795
MEM 524.285156 1692991676.6881
MEM 524.289062 1692991676.7966
MEM 524.292969 1692991676.9041
MEM 524.304688 1692991677.0129
MEM 524.312500 1692991677.1233
MEM 524.312500 1692991677.2311
MEM 524.324219 1692991677.3390
MEM 524.328125 1692991677.4472
MEM 524.335938 1692991677.5560
MEM 524.347656 1692991677.6635
MEM 524.347656 1692991677.7724
MEM 524.355469 1692991677.8810
MEM 524.359375 1692991677.9900
MEM 524.371094 1692991678.0983
MEM 524.375000 1692991678.2068
MEM 524.386719 1692991678.3148
MEM 524.386719 1692991678.4224
MEM 524.437500 1692991678.5304
MEM 524.566406 1692991678.6384
MEM 524.574219 1692991678.7464
MEM 524.597656 1692991678.8550
MEM 524.679688 1692991678.9625
MEM 524.707031 1692991679.0701
MEM 524.816406 1692991679.1787
MEM 524.824219 1692991679.2883
MEM 524.832031 1692991679.3975
MEM 524.847656 1692991679.5092
MEM 524.859375 1692991679.6177
MEM 524.859375 1692991679.7262
MEM 524.898438 1692991679.8342
MEM 524.910156 1692991679.9418
MEM 524.925781 1692991680.0499
MEM 524.984375 1692991680.1579
MEM 524.992188 1692991680.2660
MEM 525.230469 1692991680.3748
MEM 526.230469 1692991680.4841
MEM 526.480469 1692991680.5943
MEM 573.093750 1692991680.7027
MEM 606.890625 1692991680.8116
MEM 609.316406 1692991680.9208
MEM 645.320312 1692991681.0294
MEM 676.535156 1692991681.1382
MEM 681.410156 1692991681.2476
MEM 687.277344 1692991681.3579
MEM 606.644531 1692991681.4673
MEM 606.808594 1692991681.5764
MEM 606.945312 1692991681.6837
MEM 607.218750 1692991681.7916
MEM 607.296875 1692991681.9036
MEM 607.667969 1692991682.0112
MEM 607.824219 1692991682.1200
MEM 607.941406 1692991682.2282
MEM 608.476562 1692991682.3372
MEM 608.582031 1692991682.4488
MEM 608.906250 1692991682.5571
MEM 609.019531 1692991682.6654
MEM 609.140625 1692991682.7757
MEM 609.292969 1692991682.8849
MEM 609.355469 1692991682.9932
MEM 609.546875 1692991683.1013
MEM 609.851562 1692991683.2097
MEM 609.992188 1692991683.3184
MEM 610.101562 1692991683.4275
MEM 610.230469 1692991683.5366
MEM 611.011719 1692991683.6437
MEM 611.093750 1692991683.7511
MEM 611.332031 1692991683.8595
MEM 611.507812 1692991683.9676
MEM 611.800781 1692991684.0754
MEM 612.011719 1692991684.1833
MEM 612.117188 1692991684.2906
MEM 612.191406 1692991684.3985
MEM 612.484375 1692991684.5064
MEM 612.761719 1692991684.6141
MEM 613.093750 1692991684.7219
MEM 613.359375 1692991684.8298
MEM 613.613281 1692991684.9388
MEM 613.730469 1692991685.0472
MEM 613.812500 1692991685.1551
MEM 613.859375 1692991685.2634
MEM 613.929688 1692991685.3708
MEM 613.929688 1692991685.4798
MEM 613.929688 1692991685.5888
MEM 613.960938 1692991685.6968
MEM 613.988281 1692991685.8048
MEM 616.562500 1692991685.9128
MEM 616.699219 1692991686.0205
MEM 616.808594 1692991686.1287
MEM 616.863281 1692991686.2368
MEM 617.035156 1692991686.3444
MEM 617.148438 1692991686.4516
MEM 617.312500 1692991686.5594
MEM 617.492188 1692991686.6666
MEM 617.882812 1692991686.7749
MEM 618.226562 1692991686.8828
MEM 618.406250 1692991686.9900
MEM 618.734375 1692991687.0982
MEM 619.000000 1692991687.2058
MEM 619.261719 1692991687.3139
MEM 619.546875 1692991687.4221
MEM 619.859375 1692991687.5301
MEM 620.242188 1692991687.6392
MEM 620.546875 1692991687.7472
MEM 620.855469 1692991687.8557
MEM 621.085938 1692991687.9634
MEM 621.398438 1692991688.0711
MEM 621.722656 1692991688.1794
MEM 622.101562 1692991688.2875
MEM 622.410156 1692991688.3952
MEM 622.578125 1692991688.5028
MEM 622.964844 1692991688.6109
MEM 623.375000 1692991688.7192
MEM 623.746094 1692991688.8274
MEM 624.066406 1692991688.9360
MEM 624.351562 1692991689.0437
MEM 624.367188 1692991689.1529
MEM 624.683594 1692991689.2611
MEM 627.667969 1692991689.3692
MEM 627.972656 1692991689.4774
MEM 628.300781 1692991689.5851
MEM 628.722656 1692991689.6924
MEM 628.914062 1692991689.8007
MEM 629.207031 1692991689.9096
MEM 629.503906 1692991690.0174
MEM 630.269531 1692991690.1253
MEM 630.453125 1692991690.2332
MEM 630.460938 1692991690.3411
MEM 630.531250 1692991690.4495
MEM 630.597656 1692991690.5589
MEM 667.367188 1692991690.6666
MEM 652.160156 1692991690.7750
MEM 649.937500 1692991690.8838
MEM 649.976562 1692991690.9919
MEM 650.117188 1692991691.1006
MEM 650.210938 1692991691.2092
MEM 650.230469 1692991691.3175
MEM 650.277344 1692991691.4249
MEM 650.308594 1692991691.5327
MEM 651.316406 1692991691.6408
MEM 665.554688 1692991691.7492
MEM 717.121094 1692991691.8579
MEM 765.472656 1692991691.9657
MEM 765.910156 1692991692.0739
MEM 791.292969 1692991692.1821
MEM 833.488281 1692991692.2902
MEM 781.273438 1692991692.3989
MEM 747.929688 1692991692.5071
MEM 748.285156 1692991692.6147
MEM 748.722656 1692991692.7224
MEM 748.980469 1692991692.8307
MEM 749.566406 1692991692.9384
MEM 749.796875 1692991693.0460
MEM 749.902344 1692991693.1536
MEM 750.074219 1692991693.2626
MEM 750.167969 1692991693.3707
MEM 750.324219 1692991693.4788
MEM 751.578125 1692991693.5865
MEM 751.976562 1692991693.6943
MEM 752.335938 1692991693.8020
MEM 752.839844 1692991693.9102
MEM 753.066406 1692991694.0179
MEM 753.324219 1692991694.1255
MEM 753.406250 1692991694.2326
MEM 753.750000 1692991694.3407
MEM 754.058594 1692991694.4484
MEM 754.371094 1692991694.5560
MEM 754.605469 1692991694.6637
MEM 754.917969 1692991694.7720
MEM 755.121094 1692991694.8801
