CMDLINE python -m exporters.coreml -m=meta-llama/Llama-2-7b-chat-hf \ --feature=text-generation --quantize=float16 --use_past --preprocessor=tokenizer --framework=pt
MEM 1.632812 1692992067.1149
MEM 18.042969 1692992067.2241
MEM 29.503906 1692992067.3320
MEM 36.144531 1692992067.4400
MEM 40.484375 1692992067.5477
MEM 43.937500 1692992067.6569
MEM 48.441406 1692992067.7663
MEM 51.414062 1692992067.8754
MEM 53.523438 1692992067.9839
MEM 56.148438 1692992068.0924
MEM 57.984375 1692992068.1996
MEM 60.632812 1692992068.3079
MEM 179.910156 1692992068.4163
MEM 205.648438 1692992068.5257
MEM 223.757812 1692992068.6339
MEM 232.738281 1692992068.7419
MEM 263.988281 1692992068.8496
MEM 272.144531 1692992068.9573
MEM 275.285156 1692992069.0656
MEM 276.179688 1692992069.1742
MEM 277.210938 1692992069.2821
MEM 279.792969 1692992069.3898
MEM 281.527344 1692992069.4974
MEM 283.675781 1692992069.6051
MEM 287.394531 1692992069.7137
MEM 289.925781 1692992069.8219
MEM 291.753906 1692992069.9295
MEM 294.023438 1692992070.0374
MEM 294.484375 1692992070.1461
MEM 295.101562 1692992070.2544
MEM 296.398438 1692992070.3627
MEM 298.035156 1692992070.4702
MEM 298.511719 1692992070.5783
MEM 301.820312 1692992070.6871
MEM 304.078125 1692992070.7959
MEM 306.554688 1692992070.9042
MEM 308.937500 1692992071.0125
MEM 310.863281 1692992071.1199
MEM 313.824219 1692992071.2281
MEM 318.398438 1692992071.3364
MEM 321.718750 1692992071.4449
MEM 328.789062 1692992071.5534
MEM 333.199219 1692992071.6608
MEM 335.437500 1692992071.7684
MEM 339.859375 1692992071.8771
MEM 343.964844 1692992071.9849
MEM 347.074219 1692992072.0930
MEM 348.671875 1692992072.2004
MEM 352.539062 1692992072.3080
MEM 353.527344 1692992072.4166
MEM 356.972656 1692992072.5250
MEM 360.800781 1692992072.6336
MEM 362.433594 1692992072.7415
MEM 365.457031 1692992072.8488
MEM 368.085938 1692992072.9571
MEM 369.765625 1692992073.0656
MEM 371.050781 1692992073.1737
MEM 373.949219 1692992073.2821
MEM 377.687500 1692992073.3896
MEM 378.929688 1692992073.4977
MEM 381.140625 1692992073.6056
MEM 383.289062 1692992073.7141
MEM 383.957031 1692992073.8239
MEM 385.757812 1692992073.9313
MEM 387.898438 1692992074.0394
MEM 389.460938 1692992074.1473
MEM 391.398438 1692992074.2554
MEM 394.832031 1692992074.3644
MEM 404.539062 1692992074.4724
MEM 407.218750 1692992074.5803
MEM 408.730469 1692992074.6878
MEM 410.656250 1692992074.7960
MEM 412.535156 1692992074.9043
MEM 415.160156 1692992075.0124
MEM 419.175781 1692992075.1200
MEM 421.492188 1692992075.2287
MEM 421.593750 1692992075.3369
MEM 421.656250 1692992075.4454
MEM 421.718750 1692992075.5532
MEM 421.835938 1692992075.6610
MEM 421.945312 1692992075.7688
MEM 422.058594 1692992075.8771
MEM 422.207031 1692992075.9861
MEM 424.519531 1692992076.0951
MEM 426.890625 1692992076.2035
MEM 428.652344 1692992076.3111
MEM 430.882812 1692992076.4186
MEM 448.910156 1692992076.5266
MEM 497.074219 1692992076.6363
MEM 510.789062 1692992076.7472
MEM 527.476562 1692992076.8587
